permanencia,edad,num_personas_dependientes,num_meses_cliente,productos_financieros_contratados,num_meses_inactivo_12_meses,veces_contactado_12_meses,limite_credito,saldo_pendiente_tarjeta,credito_disponible,dif_cantidad_gastada_trimestre,credito_gastado_anual,total_transacciones,dif_total_trans_trimestre,ratio_utilizacion_credito,genero_F,genero_M,nivel_educativo_College,nivel_educativo_Doctorate,nivel_educativo_Graduate,nivel_educativo_High School,nivel_educativo_Post-Graduate,nivel_educativo_Uneducated,nivel_educativo_Unknown,estado_civil_Divorced,estado_civil_Married,estado_civil_Single,estado_civil_Unknown,banda_salarial_$120K +,banda_salarial_$40K - $60K,banda_salarial_$60K - $80K,banda_salarial_$80K - $120K,banda_salarial_Less than $40K,banda_salarial_Unknown
1,50,2,42,6,1,1,9873.0,1276,8597.0,0.791,4613,82,0.745,0.129,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,46,3,38,5,1,3,1555.0,1366,189.0,0.704,5490,86,0.755,0.878,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,52,2,36,5,3,4,2160.0,0,2160.0,0.645,2360,56,0.647,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,44,3,33,3,3,3,5362.0,1984,3378.0,0.664,3851,87,0.642,0.37,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,43,1,32,4,4,3,1834.0,1416,418.0,0.868,5653,79,0.927,0.772,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,52,3,47,4,4,2,2577.0,879,1698.0,0.74,5021,75,0.744,0.341,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,47,5,36,6,3,2,2721.0,1264,1457.0,0.796,4557,71,0.972,0.465,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,50,3,40,3,2,2,2925.0,2065,860.0,0.692,3913,47,1.474,0.706,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,44,5,39,6,3,2,1545.0,0,1545.0,0.749,2646,39,0.444,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,49,2,39,3,3,1,2212.0,0,2212.0,0.942,2394,55,0.897,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,36,3,22,3,3,1,2784.0,2378,406.0,0.525,2021,57,0.676,0.854,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,50,1,36,4,3,2,2317.0,0,2317.0,0.734,2214,41,0.519,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,41,3,36,5,2,0,1867.0,970,897.0,0.828,4537,60,1.0,0.52,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,50,0,38,4,3,3,2595.0,2353,242.0,0.924,2526,41,0.577,0.907,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,46,2,36,4,3,1,1438.3,0,1438.3,0.906,4311,77,0.833,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,46,2,40,6,1,2,1696.0,1177,519.0,0.686,4410,84,0.826,0.694,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,51,4,41,3,3,4,2791.0,940,1851.0,0.813,2584,49,0.441,0.337,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,51,1,36,3,3,1,2146.0,967,1179.0,0.569,4253,74,0.721,0.451,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,61,0,43,3,3,5,1438.3,0,1438.3,0.7,1958,47,0.424,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,38,2,36,6,1,2,1438.3,730,708.3,0.921,4583,67,0.914,0.508,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,44,3,38,3,2,2,4269.0,1852,2417.0,0.682,4178,75,0.63,0.434,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,45,3,38,3,6,1,4195.0,2440,1755.0,0.889,4430,72,0.714,0.582,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,48,1,38,5,2,2,1832.0,748,1084.0,0.879,4376,87,0.812,0.408,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,37,2,36,3,2,1,2588.0,1782,806.0,0.546,4159,83,0.766,0.689,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,63,0,36,6,1,1,4847.0,1856,2991.0,0.61,4712,76,0.81,0.383,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,50,0,41,6,2,3,7507.0,1697,5810.0,1.098,4651,71,1.029,0.226,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,43,3,32,5,1,1,1438.3,491,947.3,0.494,5016,86,0.593,0.341,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,47,1,43,4,2,2,1828.0,1517,311.0,0.661,4542,82,0.577,0.83,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,42,2,33,3,3,1,2283.0,1690,593.0,0.874,4377,64,0.488,0.74,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,35,4,25,5,2,3,2684.0,1658,1026.0,0.669,4657,76,1.0,0.618,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,38,1,31,3,1,3,7234.0,0,7234.0,0.899,5198,75,1.083,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,37,2,26,3,2,3,1438.3,743,695.3,0.561,4730,80,0.778,0.517,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,50,3,38,4,2,1,2808.0,1720,1088.0,0.836,5137,81,0.723,0.613,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,42,3,36,6,1,1,6275.0,0,6275.0,0.79,4308,75,0.786,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,43,4,39,4,1,3,1438.3,0,1438.3,0.68,4528,83,1.128,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,44,4,36,4,2,2,10834.0,0,10834.0,0.522,2249,51,0.594,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,44,1,33,5,1,3,1522.0,0,1522.0,0.783,4835,70,0.489,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,48,4,39,6,1,1,2845.0,919,1926.0,0.652,2635,43,1.263,0.323,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,41,2,36,6,2,3,2329.0,1271,1058.0,0.729,4382,70,0.667,0.546,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,47,1,34,5,1,3,2099.0,1164,935.0,0.717,4471,80,0.667,0.555,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,42,2,37,6,1,1,5099.0,958,4141.0,0.607,4025,73,0.521,0.188,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,54,4,43,3,2,3,3805.0,821,2984.0,0.807,4326,67,0.811,0.216,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,47,2,32,3,2,1,11438.0,0,11438.0,0.815,4346,90,0.915,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,43,3,33,4,3,3,2434.0,1169,1265.0,0.689,4739,76,0.81,0.48,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,44,3,37,3,2,1,4703.0,1555,3148.0,0.932,4127,89,0.648,0.331,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,44,5,36,4,3,2,5254.0,2507,2747.0,0.751,4501,64,0.641,0.477,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,45,5,34,4,2,2,1438.3,491,947.3,0.708,4376,84,0.787,0.341,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,40,4,26,5,3,0,2206.0,1110,1096.0,0.746,5196,92,0.614,0.503,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,50,2,37,6,2,1,3600.0,1904,1696.0,0.72,4946,75,0.531,0.529,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,46,2,42,3,3,2,7116.0,693,6423.0,0.759,4759,81,0.841,0.097,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1,37,3,28,4,2,1,1788.0,0,1788.0,1.001,3511,56,0.931,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,60,0,51,4,1,3,7508.0,2148,5360.0,0.89,4950,70,0.707,0.286,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,39,5,31,3,3,6,3333.0,1867,1466.0,0.947,3348,50,0.282,0.56,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,50,2,31,5,1,3,13745.0,0,13745.0,0.53,4432,61,0.605,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,34,4,36,2,2,4,5021.0,2517,2504.0,0.587,2270,40,0.481,0.501,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,43,2,34,3,2,1,4396.0,0,4396.0,0.592,4771,78,1.053,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,40,4,30,4,2,2,2558.0,0,2558.0,0.728,4635,82,0.64,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,30,0,18,4,2,3,9641.0,0,9641.0,0.907,4710,75,0.667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,38,1,36,3,3,1,12621.0,912,11709.0,0.64,4945,78,0.56,0.072,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,40,3,36,3,3,4,2313.0,0,2313.0,0.673,2249,42,0.312,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,53,3,36,3,1,3,1438.3,1183,255.3,0.841,4551,65,0.667,0.822,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,52,3,44,3,3,2,2300.0,1598,702.0,0.813,4287,84,0.714,0.695,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,42,3,36,4,2,2,2526.0,2048,478.0,0.716,4267,72,0.8,0.811,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,42,4,33,4,3,2,2918.0,0,2918.0,0.559,2056,54,0.459,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,53,2,49,4,2,3,6074.0,0,6074.0,0.697,4303,77,0.674,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,45,3,37,5,1,2,4995.0,1766,3229.0,0.76,4389,82,0.864,0.354,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,34,2,17,6,2,1,3323.0,1062,2261.0,0.729,4610,78,0.773,0.32,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,56,1,48,3,1,3,2464.0,1794,670.0,0.682,4610,76,0.9,0.728,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,34,2,18,4,1,3,2730.0,0,2730.0,0.648,4530,72,0.714,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,35,1,29,4,3,3,1438.3,966,472.3,0.871,5249,81,0.761,0.672,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,43,2,34,2,4,3,4617.0,1035,3582.0,0.36,1779,35,0.591,0.224,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,40,3,29,4,3,1,5716.0,623,5093.0,0.673,4387,79,0.881,0.109,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,49,2,36,4,3,0,1635.0,1220,415.0,0.565,4807,56,0.931,0.746,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,52,2,46,4,2,3,4259.0,0,4259.0,0.59,4389,80,0.702,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,40,4,36,4,3,5,5869.0,0,5869.0,0.642,2203,41,0.519,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,56,3,46,1,3,3,2272.0,1350,922.0,0.762,2354,49,0.96,0.594,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,49,5,36,4,2,3,2598.0,1848,750.0,0.547,4396,78,0.814,0.711,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,50,3,38,4,1,1,10762.0,703,10059.0,0.548,4509,71,0.543,0.065,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,39,2,36,6,3,3,1982.0,1751,231.0,0.843,4313,62,0.676,0.883,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,33,2,21,3,3,3,4651.0,2499,2152.0,0.766,5097,79,0.795,0.537,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,52,3,38,2,3,4,2437.0,0,2437.0,0.912,3068,53,0.656,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,42,3,35,5,2,1,2563.0,1579,984.0,0.924,4838,70,0.707,0.616,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,49,3,40,4,2,3,4576.0,193,4383.0,0.85,3100,54,0.742,0.042,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,44,3,34,3,3,3,2245.0,1342,903.0,0.687,4624,87,0.706,0.598,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,39,4,36,3,2,3,1776.0,0,1776.0,0.518,2201,31,0.292,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,45,2,38,3,2,3,2911.0,1471,1440.0,0.871,4450,62,0.771,0.505,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,47,4,30,4,2,3,2257.0,896,1361.0,0.68,4618,94,0.516,0.397,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,62,1,36,5,1,1,18457.0,2248,16209.0,0.578,3603,69,0.643,0.122,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,46,4,36,4,2,1,1681.0,0,1681.0,0.464,1953,48,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,52,2,32,6,1,3,1461.0,0,1461.0,0.676,4633,80,0.778,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,48,3,37,4,2,1,2363.0,978,1385.0,0.662,2635,40,0.538,0.414,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,49,2,36,5,3,3,1438.3,863,575.3,0.605,4482,67,0.914,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,42,5,29,3,2,3,1840.0,1267,573.0,0.605,4515,76,0.49,0.689,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,49,4,39,6,2,3,7382.0,1326,6056.0,0.806,4792,65,0.667,0.18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,51,4,47,4,3,2,3861.0,622,3239.0,0.794,4816,81,0.976,0.161,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,53,3,47,4,1,2,1562.0,751,811.0,0.925,4574,81,0.976,0.481,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,49,3,36,6,1,2,3088.0,1477,1611.0,0.748,5095,77,0.833,0.478,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1,55,3,42,5,2,1,1438.3,0,1438.3,0.612,4660,87,0.891,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,46,4,34,6,3,3,2168.0,1704,464.0,0.725,4584,92,0.769,0.786,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,44,2,31,5,1,1,2197.0,0,2197.0,0.921,4548,64,0.641,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,39,3,30,5,3,3,10009.0,1604,8405.0,0.449,4347,75,0.786,0.16,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,47,3,36,6,1,2,3979.0,1319,2660.0,0.85,4598,67,0.634,0.331,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1,49,2,41,5,1,3,2189.0,1860,329.0,0.834,4195,81,0.653,0.85,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,46,2,31,5,2,3,8243.0,927,7316.0,0.568,4503,90,0.765,0.112,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,42,1,38,4,2,1,11946.0,1172,10774.0,0.614,4862,77,0.878,0.098,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,31,0,23,4,2,3,2239.0,1256,983.0,0.605,4986,83,0.976,0.561,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,48,3,38,6,1,3,4025.0,0,4025.0,0.887,4445,92,0.673,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,39,2,26,4,1,1,3649.0,929,2720.0,0.633,3964,77,0.75,0.255,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,43,4,36,5,3,2,1438.3,0,1438.3,0.705,4432,71,0.651,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,57,3,51,5,1,0,2894.0,0,2894.0,0.886,5405,87,0.706,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,46,3,36,4,2,3,1621.0,787,834.0,0.551,4719,73,0.738,0.486,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,45,3,33,4,3,1,2740.0,1786,954.0,0.597,4327,70,1.333,0.652,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,45,2,37,5,2,3,5562.0,1556,4006.0,0.751,4568,76,0.767,0.28,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,41,3,36,2,3,1,13733.0,0,13733.0,0.325,1591,30,0.875,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
